date,portfolio_return,qqq_return
2016-01-11,0.00000000,-0.04721460
2016-01-19,-0.03883965,-0.03134289
2016-01-25,0.00749328,0.01157734
2016-02-01,0.02461948,0.02132447
2016-02-08,-0.07664960,-0.07460972
2016-02-16,0.04096646,0.03736287
2016-02-22,0.03787438,0.03042996
2016-02-29,-0.00042654,-0.00755227
2016-03-07,0.02809075,0.02458533
2016-03-14,0.00653255,0.01571131
2016-03-21,0.01475442,0.01049970
2016-03-28,-0.01369966,-0.00630857
2016-04-04,0.02272943,0.02642145
2016-04-11,-0.01055556,-0.01218850
2016-04-18,0.01927669,0.02421736
2016-04-25,-0.01141110,-0.02022836
2016-05-02,-0.01425552,-0.02073777
2016-05-09,-0.01143537,-0.00787110
2016-05-16,-0.07142600,0.00887800
2016-05-23,0.00766401,-0.00458714
2016-05-31,0.04636297,0.03771273
2016-06-06,0.01123809,0.00108757
2016-06-13,-0.04131695,-0.02199892
2016-06-20,0.00302230,-0.00805327
2016-06-27,-0.06713730,-0.04609931
2016-07-05,0.25669977,0.05087064
2016-07-11,0.03779112,0.03267550
2016-07-18,0.01669757,0.01451366
2016-07-25,0.01003158,0.00995204
2016-08-01,0.00150589,0.01917995
2016-08-08,0.00892107,0.00699245
2016-08-15,0.01532607,0.00900125
2016-08-22,0.00494126,-0.00297365
2016-08-29,-0.01039393,-0.00349379
2016-09-06,-0.00017396,0.00778173
2016-09-12,-0.01199159,-0.01289772
2016-09-19,-0.00442353,0.00386828
2016-09-26,0.01757428,0.00479532
2016-10-03,0.02326119,0.01031197
2016-10-10,-0.00251828,0.00565161
2016-10-17,-0.03653494,-0.02013086
2016-10-24,0.02809105,0.02354049
2016-10-31,-0.05881264,-0.02157733
2016-11-07,0.00725391,-0.00547055
2016-11-14,0.02768994,-0.01478299
2016-11-21,0.01548529,0.03410978
2016-11-28,0.00099154,-0.00008438
2016-12-05,-0.01339053,-0.01628280
2016-12-12,0.01985245,0.02024014
2016-12-19,0.00338322,0.00949897
2016-12-27,0.00813763,0.00607880
2017-01-03,0.28869039,-0.01059426
2017-01-09,0.02098428,0.02333948
2017-01-17,0.01122882,0.00376031
2017-01-23,0.00678326,0.00456061
2017-01-30,0.01070866,0.01191732
2017-02-06,0.00430591,0.00809167
2017-02-13,0.01934343,0.01804025
2017-02-21,0.01968507,0.01834497
2017-02-27,-0.00284899,-0.00022996
2017-03-06,-0.00857111,0.00237692
2017-03-13,0.00410891,0.00673147
2017-03-20,0.00401499,0.00151962
2017-03-27,-0.00461709,-0.00735909
2017-04-03,0.01016205,0.01115872
2017-04-10,0.00236151,-0.00211639
2017-04-17,-0.01008416,-0.00409035
2017-04-24,0.02360023,0.02038339
2017-05-01,-0.00204528,0.02265946
2017-05-08,-0.00660544,0.00466472
2017-05-15,-0.00271477,0.00870572
2017-05-22,0.00391664,-0.00028764
2017-05-30,0.00802833,0.01683451
2017-06-05,0.01376805,0.01478701
2017-06-12,-0.01606920,-0.02928256
2017-06-19,0.00805599,0.00883438
2017-06-26,0.00554061,0.00085430
2017-07-03,0.22674491,-0.03122777
2017-07-10,-0.00154834,0.01813644
2017-07-17,0.01620995,0.02545795
2017-07-24,0.00950791,0.01814475
2017-07-31,-0.02216052,-0.01063762
2017-08-07,-0.00556839,0.00928578
2017-08-14,-0.02355707,-0.00435809
2017-08-21,-0.02024811,-0.02000966
2017-08-28,0.01380346,0.00964197
2017-09-05,0.00431721,0.01601010
2017-09-11,0.00094750,0.00815532
2017-09-18,0.01242868,-0.00219368
2017-09-25,-0.00450429,-0.01889385
2017-10-02,0.01376862,0.01946778
2017-10-09,-0.00356761,0.01311996
2017-10-16,0.00349378,0.00922097
2017-10-23,0.00560786,-0.00745718
2017-10-30,-0.01187263,0.02599158
2017-11-06,-0.01794355,0.01457970
2017-11-13,-0.00436342,0.00052020
2017-11-20,0.01411591,-0.00025992
2017-11-27,0.00452712,0.01534161
2017-12-04,0.03560005,-0.02228053
2017-12-11,-0.00586894,0.02088918
2017-12-18,0.03741085,0.01757540
2017-12-26,0.01880756,-0.01336356
