update_num,q1_loss,q2_loss,actor_loss,alpha,entropy,td_error
1,0.683003,0.677309,nan,0.200000,nan,1.809499
2,1.243105,1.237011,1.402514,0.200020,-6.911459,2.934201
3,1.449706,1.446313,nan,0.200020,nan,3.374043
4,1.329212,1.328371,1.834613,0.200039,-9.048223,3.130764
5,1.317840,1.319390,nan,0.200039,nan,3.114516
6,0.981663,0.983152,1.794599,0.200059,-8.802532,2.419205
7,0.656582,0.657414,nan,0.200059,nan,1.730491
8,0.754019,0.753436,1.571603,0.200079,-7.652113,1.959383
9,0.908202,0.908106,nan,0.200079,nan,2.255028
10,1.397295,1.396789,1.582607,0.200098,-7.655547,3.227878
11,1.100923,1.101298,nan,0.200098,nan,2.642774
12,0.801447,0.802534,1.607685,0.200118,-7.707694,2.059732
13,1.141425,1.142995,nan,0.200118,nan,2.758080
14,0.904741,0.905498,1.731300,0.200137,-8.260414,2.266829
15,1.041671,1.042063,nan,0.200137,nan,2.548954
16,1.287373,1.287628,1.511968,0.200156,-7.065319,3.010895
17,1.248072,1.247999,nan,0.200156,nan,2.959631
18,1.430142,1.431550,1.404967,0.200175,-6.435621,3.274544
19,0.674113,0.675754,nan,0.200175,nan,1.750152
20,1.570545,1.570619,1.603074,0.200194,-7.308887,3.617584
21,1.215523,1.215892,nan,0.200194,nan,2.884619
22,1.394017,1.394625,1.788612,0.200213,-8.091784,3.267562
23,1.056045,1.056437,nan,0.200213,nan,2.587250
24,0.965507,0.966060,1.733034,0.200232,-7.611606,2.396416
25,0.755320,0.757721,nan,0.200232,nan,1.944852
26,1.000747,1.004594,1.869565,0.200251,-8.074979,2.471344
27,0.744278,0.749995,nan,0.200251,nan,1.946713
28,0.674316,0.678914,1.825214,0.200270,-7.676003,1.835601
29,0.674667,0.678336,nan,0.200270,nan,1.797050
30,1.221701,1.226009,2.015229,0.200290,-8.484283,2.865840
31,0.950423,0.946122,nan,0.200290,nan,2.349415
32,1.594387,1.588377,1.967375,0.200310,-8.017567,3.672030
33,1.256751,1.259686,nan,0.200310,nan,2.986964
34,1.145761,1.154124,2.053084,0.200330,-8.170378,2.754140
35,0.713755,0.727070,nan,0.200330,nan,1.875455
36,1.108883,1.120748,1.781730,0.200349,-6.515149,2.624989
37,1.590286,1.603436,nan,0.200349,nan,3.623869
38,0.924588,0.937642,2.431475,0.200369,-9.639355,2.308695
39,0.902789,0.907408,nan,0.200369,nan,2.265433
40,0.751146,0.757274,2.254930,0.200389,-8.604954,1.940560
41,1.049351,1.047701,nan,0.200389,nan,2.541895
42,1.092140,1.092629,1.940769,0.200409,-6.899703,2.616341
43,0.948413,0.956147,nan,0.200409,nan,2.313462
44,0.735730,0.743325,1.985509,0.200428,-6.946579,1.922026
45,1.089506,1.101954,nan,0.200428,nan,2.618039
46,0.877753,0.891600,2.016571,0.200447,-6.734627,2.219077
47,1.305704,1.321461,nan,0.200447,nan,3.042123
48,1.346062,1.360946,2.285708,0.200466,-7.705004,3.137360
49,1.441890,1.453168,nan,0.200466,nan,3.332220
50,0.903021,0.915631,2.311374,0.200485,-7.735133,2.243866
51,0.692192,0.700987,nan,0.200485,nan,1.825536
52,1.374423,1.381404,2.194065,0.200503,-6.671139,3.193585
53,1.194722,1.209067,nan,0.200503,nan,2.797074
54,0.897119,0.911686,2.267010,0.200522,-7.153451,2.246282
55,0.857173,0.877544,nan,0.200522,nan,2.142442
56,0.848588,0.866508,2.791901,0.200541,-9.664600,2.143747
57,0.911975,0.928792,nan,0.200541,nan,2.283273
58,1.370616,1.395740,2.623750,0.200560,-7.885284,3.184423
59,0.824936,0.842750,nan,0.200560,nan,2.074432
60,1.021400,1.040192,2.481537,0.200579,-7.024724,2.502886
61,0.948143,0.969980,nan,0.200579,nan,2.315031
62,0.993044,1.016020,3.190649,0.200599,-10.045732,2.434392
63,1.396971,1.413773,nan,0.200599,nan,3.229391
64,1.467159,1.493975,2.644476,0.200619,-7.218300,3.369790
65,0.817146,0.839908,nan,0.200619,nan,2.038783
66,1.241838,1.268557,2.386120,0.200638,-5.787416,2.893152
67,0.834186,0.864701,nan,0.200638,nan,2.100875
68,0.984822,1.007253,2.987659,0.200656,-7.796542,2.408411
69,0.922617,0.951759,nan,0.200656,nan,2.271332
70,0.781570,0.803699,3.329554,0.200676,-9.581970,1.984001
71,0.906785,0.936378,nan,0.200676,nan,2.226874
72,0.495546,0.527258,3.259389,0.200696,-8.007990,1.398129
73,1.205843,1.231730,nan,0.200696,nan,2.829100
74,0.973984,1.003739,3.200258,0.200716,-8.227689,2.360718
75,0.580282,0.617043,nan,0.200716,nan,1.539826
76,0.514595,0.548346,3.453711,0.200736,-9.592555,1.454796
77,0.623920,0.667284,nan,0.200736,nan,1.654152
78,1.104054,1.143624,3.271958,0.200756,-7.716853,2.606906
79,0.668398,0.695421,nan,0.200756,nan,1.758867
80,1.228966,1.264667,3.110713,0.200776,-7.252170,2.895422
81,1.180936,1.208051,nan,0.200776,nan,2.771481
82,0.853232,0.888955,3.031369,0.200796,-7.166054,2.138994
83,1.281436,1.318860,nan,0.200796,nan,2.983863
84,0.943194,0.974731,3.130450,0.200815,-7.221212,2.299688
85,1.416114,1.450955,nan,0.200815,nan,3.249586
86,1.306970,1.337031,3.713031,0.200835,-9.100464,3.067376
87,1.195063,1.233038,nan,0.200835,nan,2.816895
88,0.862703,0.890007,2.822135,0.200853,-3.922529,2.174189
89,0.977257,1.018872,nan,0.200853,nan,2.362192
90,0.764928,0.803624,2.949535,0.200869,-5.182909,1.932690
91,1.226202,1.259534,nan,0.200869,nan,2.888535
92,1.801746,1.854533,3.657332,0.200885,-5.384330,4.040313
93,0.874713,0.921284,nan,0.200885,nan,2.181995
94,0.778107,0.821698,3.827406,0.200900,-6.883423,2.015831
95,1.110168,1.159453,nan,0.200900,nan,2.630836
96,0.621287,0.672424,3.492667,0.200915,-6.490924,1.666841
97,1.082581,1.104324,nan,0.200915,nan,2.582253
98,0.968446,0.990153,3.892790,0.200932,-9.196529,2.380398
99,0.728196,0.750658,nan,0.200932,nan,1.867899
100,0.364790,0.400056,3.567301,0.200948,-7.313056,1.123821
101,0.594679,0.638607,nan,0.200948,nan,1.576147
102,0.971801,1.014100,3.895261,0.200965,-8.689304,2.353355
103,0.303742,0.325038,nan,0.200965,nan,1.026419
104,0.894361,0.928767,3.404813,0.200982,-6.809251,2.192797
105,1.044267,1.111717,nan,0.200982,nan,2.520532
106,0.906468,0.960793,3.758619,0.200998,-6.388809,2.200084
107,1.509500,1.536616,nan,0.200998,nan,3.471457
108,1.176337,1.219098,4.305649,0.201015,-7.593434,2.771041
109,1.080490,1.139299,nan,0.201015,nan,2.579467
110,1.663331,1.739112,4.666028,0.201032,-7.685745,3.769590
111,0.669975,0.720262,nan,0.201032,nan,1.761425
112,0.946331,1.018598,4.603757,0.201049,-7.916699,2.284608
113,0.718434,0.764671,nan,0.201049,nan,1.811944
114,1.055797,1.090246,4.831783,0.201067,-8.311226,2.577963
115,0.976878,1.007653,nan,0.201067,nan,2.357571
116,0.522944,0.548181,4.405027,0.201085,-7.226786,1.465278
117,0.505091,0.525013,nan,0.201085,nan,1.406650
118,1.151227,1.197390,4.591376,0.201104,-8.737143,2.738883
119,1.016144,1.032555,nan,0.201104,nan,2.426128
120,0.686333,0.676311,3.709801,0.201122,-7.293783,1.771945
121,1.130884,1.176172,nan,0.201122,nan,2.685160
122,1.088168,1.119233,4.466784,0.201140,-6.611774,2.640789
