update_num,q1_loss,q2_loss,actor_loss,alpha,entropy,td_error
1,0.810454,0.812205,nan,0.200000,nan,2.095319
2,0.880560,0.881193,1.933411,0.200020,-9.631449,2.214270
3,0.804395,0.803677,nan,0.200020,nan,2.050925
4,0.684859,0.683261,1.377295,0.200038,-6.820079,1.796569
5,0.865396,0.863123,nan,0.200038,nan,2.216956
6,0.793329,0.791240,1.651346,0.200057,-8.209402,2.045308
7,0.840805,0.840099,nan,0.200057,nan,2.155509
8,0.615296,0.615555,1.284784,0.200075,-6.385287,1.685327
9,0.749851,0.750872,nan,0.200075,nan,1.952329
10,0.989008,0.990182,1.412910,0.200093,-7.029187,2.441320
11,0.711958,0.712628,nan,0.200093,nan,1.901398
12,0.839439,0.839309,1.543447,0.200111,-7.677208,2.142467
13,0.813848,0.813886,nan,0.200111,nan,2.094101
14,0.901216,0.899997,2.084532,0.200130,-10.341667,2.271733
15,0.624664,0.623225,nan,0.200130,nan,1.726781
16,0.787125,0.786374,1.449539,0.200149,-7.149961,2.058332
17,0.807131,0.805494,nan,0.200149,nan,2.082593
18,0.827556,0.827566,1.148890,0.200166,-5.617318,2.121791
19,0.684309,0.683698,nan,0.200166,nan,1.838336
20,0.679017,0.678927,1.743117,0.200185,-8.554765,1.834289
21,0.630755,0.631518,nan,0.200185,nan,1.681453
22,0.667210,0.667078,1.305439,0.200202,-6.303070,1.787446
23,0.945446,0.944599,nan,0.200202,nan,2.353738
24,0.650733,0.650037,1.471050,0.200220,-7.400207,1.758792
25,0.801757,0.801255,nan,0.200220,nan,2.068017
26,0.777770,0.776089,1.559555,0.200238,-7.541650,2.021844
27,0.900557,0.901087,nan,0.200238,nan,2.288132
28,0.682141,0.683133,1.617602,0.200256,-7.971273,1.849708
29,0.851873,0.852702,nan,0.200256,nan,2.178623
30,0.628709,0.628678,1.656338,0.200274,-7.925842,1.688410
31,0.640104,0.641189,nan,0.200274,nan,1.723049
32,0.701783,0.702103,1.543884,0.200293,-7.332494,1.835747
33,0.776061,0.773022,nan,0.200293,nan,2.026682
34,0.807497,0.805730,1.918610,0.200312,-9.234866,2.085095
35,0.853618,0.851771,nan,0.200312,nan,2.153420
36,0.519114,0.518456,1.749656,0.200331,-7.909749,1.448235
37,0.947605,0.946251,nan,0.200331,nan,2.370471
38,0.797419,0.798868,1.977259,0.200350,-9.421940,2.063610
39,0.779079,0.781642,nan,0.200350,nan,2.023550
40,0.659973,0.660103,1.779646,0.200370,-8.382057,1.737024
41,0.749288,0.749032,nan,0.200370,nan,1.961550
42,0.763421,0.762665,1.712860,0.200390,-7.690230,1.977854
43,0.675681,0.673804,nan,0.200390,nan,1.805143
44,0.572263,0.571902,1.619549,0.200409,-6.857096,1.576506
45,0.403070,0.404226,nan,0.200409,nan,1.203161
46,0.764814,0.765204,1.664188,0.200429,-7.213049,1.980088
47,0.722994,0.725366,nan,0.200429,nan,1.897323
48,0.603125,0.604109,2.238616,0.200448,-10.235114,1.652599
49,0.733707,0.733252,nan,0.200448,nan,1.917812
50,0.895770,0.894498,1.778146,0.200468,-8.402229,2.246315
51,0.633489,0.635512,nan,0.200468,nan,1.709515
52,0.706853,0.708017,1.409562,0.200488,-6.180928,1.847918
53,0.811247,0.811355,nan,0.200488,nan,2.075373
54,0.716969,0.718574,1.648633,0.200507,-7.226851,1.877452
55,0.720212,0.719202,nan,0.200507,nan,1.876413
56,0.760358,0.764014,0.856041,0.200523,-3.794436,1.979070
57,0.797070,0.799831,nan,0.200523,nan,2.046804
