costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,cusip,gsector,sector
A,USD,STD,INDL,C,TSCO,12/31/22,029736,TRACTOR SUPPLY CO,892356106,25,Consumer Discretionary
A,USD,STD,INDL,C,TSCO,12/31/23,029736,TRACTOR SUPPLY CO,892356106,25,Consumer Discretionary
A,USD,STD,INDL,C,TSCO,12/31/24,029736,TRACTOR SUPPLY CO,892356106,25,Consumer Discretionary
A,USD,STD,INDL,C,TSCO,12/31/25,029736,TRACTOR SUPPLY CO,892356106,25,Consumer Discretionary
I,USD,STD,INDL,C,QLGC,3/31/04,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/05,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/06,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/07,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/08,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/09,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/10,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/11,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/12,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/13,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/14,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/15,029791,QLOGIC CORP,747277101,45,Information Technology
I,USD,STD,INDL,C,QLGC,3/31/16,029791,QLOGIC CORP,747277101,45,Information Technology
A,USD,STD,INDL,C,CPRT,7/31/04,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/05,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/06,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/07,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/08,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/09,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/10,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/11,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/12,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/13,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/14,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/15,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/16,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/17,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/18,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/19,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/20,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/21,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/22,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/23,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/24,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,CPRT,7/31/25,029901,COPART INC,217204106,20,Industrials
A,USD,STD,INDL,C,TIGO,12/31/04,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/05,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/06,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/07,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/08,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/09,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/10,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/11,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/12,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/13,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/14,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/15,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/16,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/17,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/18,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/19,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/20,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/21,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/22,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/23,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,TIGO,12/31/24,030024,MILLICOM INTL CELLULAR SA,L6388F110,50,Communication Services
A,USD,STD,INDL,C,AEO,1/31/04,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/05,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/06,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/07,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/08,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/09,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/10,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/11,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/12,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/13,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/14,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/15,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/16,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/17,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/18,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/19,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/20,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/21,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/22,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/23,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/24,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,AEO,1/31/25,030059,AMERN EAGLE OUTFITTERS INC,02553E106,25,Consumer Discretionary
A,USD,STD,INDL,C,FLEX,3/31/04,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/05,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/06,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/07,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/08,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/09,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/10,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/11,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/12,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/13,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/14,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/15,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/16,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/17,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/18,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/19,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/20,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/21,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/22,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/23,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/24,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,FLEX,3/31/25,030170,FLEX LTD,Y2573F102,45,Information Technology
A,USD,STD,INDL,C,OKTA,1/31/16,030736,OKTA INC,679295105,45,Information Technology
A,USD,STD,INDL,C,OKTA,1/31/17,030736,OKTA INC,679295105,45,Information Technology
A,USD,STD,INDL,C,OKTA,1/31/18,030736,OKTA INC,679295105,45,Information Technology
A,USD,STD,INDL,C,OKTA,1/31/19,030736,OKTA INC,679295105,45,Information Technology
A,USD,STD,INDL,C,OKTA,1/31/20,030736,OKTA INC,679295105,45,Information Technology
A,USD,STD,INDL,C,OKTA,1/31/21,030736,OKTA INC,679295105,45,Information Technology
A,USD,STD,INDL,C,OKTA,1/31/22,030736,OKTA INC,679295105,45,Information Technology
A,USD,STD,INDL,C,OKTA,1/31/23,030736,OKTA INC,679295105,45,Information Technology
A,USD,STD,INDL,C,OKTA,1/31/24,030736,OKTA INC,679295105,45,Information Technology
A,USD,STD,INDL,C,OKTA,1/31/25,030736,OKTA INC,679295105,45,Information Technology
I,USD,STD,INDL,C,APOL,8/31/04,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/05,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/06,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/07,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/08,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/09,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/10,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/11,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/12,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/13,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/14,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/15,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
I,USD,STD,INDL,C,APOL,8/31/16,031122,APOLLO EDUCATION GROUP INC,037604105,25,Consumer Discretionary
A,USD,STD,INDL,C,DLTR,1/31/04,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/05,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/06,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/07,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/08,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/09,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/10,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/11,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/12,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/13,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/14,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/15,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/16,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/17,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/18,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/19,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/20,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/21,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/22,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/23,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/24,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
A,USD,STD,INDL,C,DLTR,1/31/25,031587,DOLLAR TREE INC,256746108,30,Consumer Staples
I,USD,STD,INDL,C,CTRX,12/31/04,031616,CATAMARAN CORP,148887102,35,Health Care
I,USD,STD,INDL,C,CTRX,12/31/05,031616,CATAMARAN CORP,148887102,35,Health Care
I,USD,STD,INDL,C,CTRX,12/31/06,031616,CATAMARAN CORP,148887102,35,Health Care
I,USD,STD,INDL,C,CTRX,12/31/07,031616,CATAMARAN CORP,148887102,35,Health Care
I,USD,STD,INDL,C,CTRX,12/31/08,031616,CATAMARAN CORP,148887102,35,Health Care
I,USD,STD,INDL,C,CTRX,12/31/09,031616,CATAMARAN CORP,148887102,35,Health Care
I,USD,STD,INDL,C,CTRX,12/31/10,031616,CATAMARAN CORP,148887102,35,Health Care
I,USD,STD,INDL,C,CTRX,12/31/11,031616,CATAMARAN CORP,148887102,35,Health Care
I,USD,STD,INDL,C,CTRX,12/31/12,031616,CATAMARAN CORP,148887102,35,Health Care
I,USD,STD,INDL,C,CTRX,12/31/13,031616,CATAMARAN CORP,148887102,35,Health Care
I,USD,STD,INDL,C,CTRX,12/31/14,031616,CATAMARAN CORP,148887102,35,Health Care
A,USD,STD,INDL,C,BKR,12/31/16,032106,BAKER HUGHES CO,05722G100,10,Energy
A,USD,STD,INDL,C,BKR,12/31/17,032106,BAKER HUGHES CO,05722G100,10,Energy
A,USD,STD,INDL,C,BKR,12/31/18,032106,BAKER HUGHES CO,05722G100,10,Energy
A,USD,STD,INDL,C,BKR,12/31/19,032106,BAKER HUGHES CO,05722G100,10,Energy
A,USD,STD,INDL,C,BKR,12/31/20,032106,BAKER HUGHES CO,05722G100,10,Energy
A,USD,STD,INDL,C,BKR,12/31/21,032106,BAKER HUGHES CO,05722G100,10,Energy
A,USD,STD,INDL,C,BKR,12/31/22,032106,BAKER HUGHES CO,05722G100,10,Energy
A,USD,STD,INDL,C,BKR,12/31/23,032106,BAKER HUGHES CO,05722G100,10,Energy
A,USD,STD,INDL,C,BKR,12/31/24,032106,BAKER HUGHES CO,05722G100,10,Energy
A,USD,STD,INDL,C,BKR,12/31/25,032106,BAKER HUGHES CO,05722G100,10,Energy
I,USD,STD,INDL,C,STRZA,12/31/04,032280,STARZ,85571Q102,25,Consumer Discretionary
I,USD,STD,INDL,C,STRZA,12/31/05,032280,STARZ,85571Q102,25,Consumer Discretionary
I,USD,STD,INDL,C,STRZA,12/31/06,032280,STARZ,85571Q102,25,Consumer Discretionary
I,USD,STD,INDL,C,STRZA,12/31/07,032280,STARZ,85571Q102,25,Consumer Discretionary
I,USD,STD,INDL,C,STRZA,12/31/08,032280,STARZ,85571Q102,25,Consumer Discretionary
I,USD,STD,INDL,C,STRZA,12/31/09,032280,STARZ,85571Q102,25,Consumer Discretionary
I,USD,STD,INDL,C,STRZA,12/31/10,032280,STARZ,85571Q102,25,Consumer Discretionary
I,USD,STD,INDL,C,STRZA,12/31/11,032280,STARZ,85571Q102,25,Consumer Discretionary
I,USD,STD,INDL,C,STRZA,12/31/12,032280,STARZ,85571Q102,25,Consumer Discretionary
I,USD,STD,INDL,C,STRZA,12/31/13,032280,STARZ,85571Q102,25,Consumer Discretionary
I,USD,STD,INDL,C,STRZA,12/31/14,032280,STARZ,85571Q102,25,Consumer Discretionary
I,USD,STD,INDL,C,STRZA,12/31/15,032280,STARZ,85571Q102,25,Consumer Discretionary
A,USD,STD,INDL,C,MDB,1/31/16,032526,MONGODB INC,60937P106,45,Information Technology
A,USD,STD,INDL,C,MDB,1/31/17,032526,MONGODB INC,60937P106,45,Information Technology
A,USD,STD,INDL,C,MDB,1/31/18,032526,MONGODB INC,60937P106,45,Information Technology
A,USD,STD,INDL,C,MDB,1/31/19,032526,MONGODB INC,60937P106,45,Information Technology
A,USD,STD,INDL,C,MDB,1/31/20,032526,MONGODB INC,60937P106,45,Information Technology
A,USD,STD,INDL,C,MDB,1/31/21,032526,MONGODB INC,60937P106,45,Information Technology
A,USD,STD,INDL,C,MDB,1/31/22,032526,MONGODB INC,60937P106,45,Information Technology
A,USD,STD,INDL,C,MDB,1/31/23,032526,MONGODB INC,60937P106,45,Information Technology
A,USD,STD,INDL,C,MDB,1/31/24,032526,MONGODB INC,60937P106,45,Information Technology
A,USD,STD,INDL,C,MDB,1/31/25,032526,MONGODB INC,60937P106,45,Information Technology
A,USD,STD,INDL,C,MDB,1/31/26,032526,MONGODB INC,60937P106,45,Information Technology
I,USD,STD,INDL,C,ALTR,12/31/15,032530,ALTAIR ENGINEERING INC,021369103,45,Information Technology
I,USD,STD,INDL,C,ALTR,12/31/16,032530,ALTAIR ENGINEERING INC,021369103,45,Information Technology
I,USD,STD,INDL,C,ALTR,12/31/17,032530,ALTAIR ENGINEERING INC,021369103,45,Information Technology
I,USD,STD,INDL,C,ALTR,12/31/18,032530,ALTAIR ENGINEERING INC,021369103,45,Information Technology
I,USD,STD,INDL,C,ALTR,12/31/19,032530,ALTAIR ENGINEERING INC,021369103,45,Information Technology
I,USD,STD,INDL,C,ALTR,12/31/20,032530,ALTAIR ENGINEERING INC,021369103,45,Information Technology
I,USD,STD,INDL,C,ALTR,12/31/21,032530,ALTAIR ENGINEERING INC,021369103,45,Information Technology
I,USD,STD,INDL,C,ALTR,12/31/22,032530,ALTAIR ENGINEERING INC,021369103,45,Information Technology
I,USD,STD,INDL,C,ALTR,12/31/23,032530,ALTAIR ENGINEERING INC,021369103,45,Information Technology
I,USD,STD,INDL,C,ALTR,12/31/24,032530,ALTAIR ENGINEERING INC,021369103,45,Information Technology
A,USD,STD,INDL,C,ZS,7/31/16,033037,ZSCALER INC,98980G102,45,Information Technology
A,USD,STD,INDL,C,ZS,7/31/17,033037,ZSCALER INC,98980G102,45,Information Technology
A,USD,STD,INDL,C,ZS,7/31/18,033037,ZSCALER INC,98980G102,45,Information Technology
A,USD,STD,INDL,C,ZS,7/31/19,033037,ZSCALER INC,98980G102,45,Information Technology
A,USD,STD,INDL,C,ZS,7/31/20,033037,ZSCALER INC,98980G102,45,Information Technology
A,USD,STD,INDL,C,ZS,7/31/21,033037,ZSCALER INC,98980G102,45,Information Technology
A,USD,STD,INDL,C,ZS,7/31/22,033037,ZSCALER INC,98980G102,45,Information Technology
A,USD,STD,INDL,C,ZS,7/31/23,033037,ZSCALER INC,98980G102,45,Information Technology
A,USD,STD,INDL,C,ZS,7/31/24,033037,ZSCALER INC,98980G102,45,Information Technology
A,USD,STD,INDL,C,ZS,7/31/25,033037,ZSCALER INC,98980G102,45,Information Technology
A,USD,STD,INDL,C,DOCU,1/31/16,033301,DOCUSIGN INC,256163106,45,Information Technology
A,USD,STD,INDL,C,DOCU,1/31/17,033301,DOCUSIGN INC,256163106,45,Information Technology
A,USD,STD,INDL,C,DOCU,1/31/18,033301,DOCUSIGN INC,256163106,45,Information Technology
A,USD,STD,INDL,C,DOCU,1/31/19,033301,DOCUSIGN INC,256163106,45,Information Technology
A,USD,STD,INDL,C,DOCU,1/31/20,033301,DOCUSIGN INC,256163106,45,Information Technology
A,USD,STD,INDL,C,DOCU,1/31/21,033301,DOCUSIGN INC,256163106,45,Information Technology
A,USD,STD,INDL,C,DOCU,1/31/22,033301,DOCUSIGN INC,256163106,45,Information Technology
A,USD,STD,INDL,C,DOCU,1/31/23,033301,DOCUSIGN INC,256163106,45,Information Technology
A,USD,STD,INDL,C,DOCU,1/31/24,033301,DOCUSIGN INC,256163106,45,Information Technology
A,USD,STD,INDL,C,DOCU,1/31/25,033301,DOCUSIGN INC,256163106,45,Information Technology
A,USD,STD,INDL,C,PDD,12/31/16,033861,PDD HOLDINGS INC,722304102,25,Consumer Discretionary
A,USD,STD,INDL,C,PDD,12/31/17,033861,PDD HOLDINGS INC,722304102,25,Consumer Discretionary
A,USD,STD,INDL,C,PDD,12/31/18,033861,PDD HOLDINGS INC,722304102,25,Consumer Discretionary
A,USD,STD,INDL,C,PDD,12/31/19,033861,PDD HOLDINGS INC,722304102,25,Consumer Discretionary
A,USD,STD,INDL,C,PDD,12/31/20,033861,PDD HOLDINGS INC,722304102,25,Consumer Discretionary
A,USD,STD,INDL,C,PDD,12/31/21,033861,PDD HOLDINGS INC,722304102,25,Consumer Discretionary
A,USD,STD,INDL,C,PDD,12/31/22,033861,PDD HOLDINGS INC,722304102,25,Consumer Discretionary
A,USD,STD,INDL,C,PDD,12/31/23,033861,PDD HOLDINGS INC,722304102,25,Consumer Discretionary
A,USD,STD,INDL,C,PDD,12/31/24,033861,PDD HOLDINGS INC,722304102,25,Consumer Discretionary
A,USD,STD,INDL,C,MRNA,12/31/16,034410,MODERNA INC,60770K107,35,Health Care
A,USD,STD,INDL,C,MRNA,12/31/17,034410,MODERNA INC,60770K107,35,Health Care
A,USD,STD,INDL,C,MRNA,12/31/18,034410,MODERNA INC,60770K107,35,Health Care
A,USD,STD,INDL,C,MRNA,12/31/19,034410,MODERNA INC,60770K107,35,Health Care
A,USD,STD,INDL,C,MRNA,12/31/20,034410,MODERNA INC,60770K107,35,Health Care
A,USD,STD,INDL,C,MRNA,12/31/21,034410,MODERNA INC,60770K107,35,Health Care
A,USD,STD,INDL,C,MRNA,12/31/22,034410,MODERNA INC,60770K107,35,Health Care
A,USD,STD,INDL,C,MRNA,12/31/23,034410,MODERNA INC,60770K107,35,Health Care
A,USD,STD,INDL,C,MRNA,12/31/24,034410,MODERNA INC,60770K107,35,Health Care
A,USD,STD,INDL,C,MRNA,12/31/25,034410,MODERNA INC,60770K107,35,Health Care
A,USD,STD,INDL,C,ZM,1/31/17,035005,ZOOM COMMUNICATIONS INC,98980L101,45,Information Technology
A,USD,STD,INDL,C,ZM,1/31/18,035005,ZOOM COMMUNICATIONS INC,98980L101,45,Information Technology
A,USD,STD,INDL,C,ZM,1/31/19,035005,ZOOM COMMUNICATIONS INC,98980L101,45,Information Technology
A,USD,STD,INDL,C,ZM,1/31/20,035005,ZOOM COMMUNICATIONS INC,98980L101,45,Information Technology
A,USD,STD,INDL,C,ZM,1/31/21,035005,ZOOM COMMUNICATIONS INC,98980L101,45,Information Technology
A,USD,STD,INDL,C,ZM,1/31/22,035005,ZOOM COMMUNICATIONS INC,98980L101,45,Information Technology
A,USD,STD,INDL,C,ZM,1/31/23,035005,ZOOM COMMUNICATIONS INC,98980L101,45,Information Technology
A,USD,STD,INDL,C,ZM,1/31/24,035005,ZOOM COMMUNICATIONS INC,98980L101,45,Information Technology
A,USD,STD,INDL,C,ZM,1/31/25,035005,ZOOM COMMUNICATIONS INC,98980L101,45,Information Technology
A,USD,STD,INDL,C,ZM,1/31/26,035005,ZOOM COMMUNICATIONS INC,98980L101,45,Information Technology
A,USD,STD,INDL,C,CRWD,1/31/17,035182,CROWDSTRIKE HOLDINGS INC,22788C105,45,Information Technology
A,USD,STD,INDL,C,CRWD,1/31/18,035182,CROWDSTRIKE HOLDINGS INC,22788C105,45,Information Technology
A,USD,STD,INDL,C,CRWD,1/31/19,035182,CROWDSTRIKE HOLDINGS INC,22788C105,45,Information Technology
A,USD,STD,INDL,C,CRWD,1/31/20,035182,CROWDSTRIKE HOLDINGS INC,22788C105,45,Information Technology
A,USD,STD,INDL,C,CRWD,1/31/21,035182,CROWDSTRIKE HOLDINGS INC,22788C105,45,Information Technology
A,USD,STD,INDL,C,CRWD,1/31/22,035182,CROWDSTRIKE HOLDINGS INC,22788C105,45,Information Technology
A,USD,STD,INDL,C,CRWD,1/31/23,035182,CROWDSTRIKE HOLDINGS INC,22788C105,45,Information Technology
A,USD,STD,INDL,C,CRWD,1/31/24,035182,CROWDSTRIKE HOLDINGS INC,22788C105,45,Information Technology
