costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,cusip,gsector,sector
A,USD,STD,INDL,C,AAL,12/31/04,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/05,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/06,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/07,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/08,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/09,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/10,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/11,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/12,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/13,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/14,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/15,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/16,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/17,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/18,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/19,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/20,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/21,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/22,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/23,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/24,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AAL,12/31/25,001045,AMERICAN AIRLINES GROUP INC,02376R102,20,Industrials
A,USD,STD,INDL,C,AMD,12/31/04,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/05,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/06,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/07,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/08,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/09,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/10,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/11,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/12,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/13,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/14,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/15,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/16,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/17,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/18,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/19,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/20,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/21,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/22,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/23,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/24,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,AMD,12/31/25,001161,ADVANCED MICRO DEVICES,007903107,45,Information Technology
A,USD,STD,INDL,C,HON,12/31/04,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/05,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/06,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/07,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/08,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/09,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/10,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/11,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/12,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/13,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/14,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/15,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/16,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/17,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/18,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/19,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/20,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/21,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/22,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/23,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/24,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,HON,12/31/25,001300,HONEYWELL INTERNATIONAL INC,438516106,20,Industrials
A,USD,STD,INDL,C,SWKS,9/30/04,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/05,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/06,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/07,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/08,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/09,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/10,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/11,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/12,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/13,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/14,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/15,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/16,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/17,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/18,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/19,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/20,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/21,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/22,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/23,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/24,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,SWKS,9/30/25,001327,SKYWORKS SOLUTIONS INC,83088M102,45,Information Technology
A,USD,STD,INDL,C,AEP,12/31/04,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/05,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/06,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/07,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/08,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/09,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/10,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/11,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/12,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/13,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/14,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/15,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/16,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/17,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/18,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/19,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/20,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/21,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/22,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/23,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/24,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AEP,12/31/25,001440,AMERICAN ELECTRIC POWER CO,025537101,55,Utilities
A,USD,STD,INDL,C,AMGN,12/31/04,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/05,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/06,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/07,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/08,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/09,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/10,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/11,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/12,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/13,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/14,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/15,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/16,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/17,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/18,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/19,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/20,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/21,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/22,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/23,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/24,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,AMGN,12/31/25,001602,AMGEN INC,031162100,35,Health Care
A,USD,STD,INDL,C,ADI,10/31/04,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/05,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/06,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/07,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/08,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/09,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/10,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/11,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/12,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/13,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/14,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/15,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/16,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/17,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/18,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/19,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/20,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/21,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/22,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/23,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/24,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,ADI,10/31/25,001632,ANALOG DEVICES INC,032654105,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/04,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/05,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/06,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/07,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/08,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/09,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/10,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/11,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/12,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/13,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/14,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/15,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/16,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/17,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/18,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/19,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/20,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/21,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/22,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/23,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/24,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AAPL,9/30/25,001690,APPLE INC,037833100,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/04,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/05,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/06,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/07,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/08,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/09,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/10,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/11,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/12,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/13,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/14,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/15,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/16,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/17,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/18,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/19,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/20,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/21,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/22,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/23,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/24,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,AMAT,10/31/25,001704,APPLIED MATERIALS INC,038222105,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/04,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/05,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/06,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/07,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/08,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/09,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/10,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/11,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/12,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/13,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/14,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/15,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/16,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/17,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/18,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/19,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/20,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/21,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/22,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/23,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/24,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/25,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADSK,1/31/26,001878,AUTODESK INC,052769106,45,Information Technology
A,USD,STD,INDL,C,ADP,6/30/04,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/05,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/06,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/07,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/08,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/09,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/10,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/11,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/12,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/13,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/14,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/15,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/16,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/17,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/18,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/19,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/20,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/21,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/22,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/23,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/24,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,ADP,6/30/25,001891,AUTOMATIC DATA PROCESSING,053015103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/04,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/05,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/06,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/07,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/08,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/09,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/10,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/11,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/12,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/13,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/14,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/15,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/16,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/17,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/18,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/19,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/20,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/21,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/22,002574,CSX CORP,126408103,20,Industrials
A,USD,STD,INDL,C,CSX,12/31/23,002574,CSX CORP,126408103,20,Industrials
