date,portfolio_return,qqq_return
2012-01-09,0.00000000,0.01265373
2012-01-17,0.02292241,0.01891705
2012-01-23,0.02313934,0.01839553
2012-01-30,0.00968080,0.01103863
2012-02-06,0.03086599,0.02564101
2012-02-13,-0.00063194,0.01693547
2012-02-21,0.00940764,0.00888186
2012-02-27,0.00300776,0.00691719
2012-03-05,-0.04023566,0.00234182
2012-03-12,0.00451888,0.01323997
2012-03-19,0.02724584,0.02982313
2012-03-26,0.01172364,0.01671895
2012-04-02,-0.02163188,0.00205549
2012-04-09,-0.03914051,-0.01523811
2012-04-16,-0.01164181,-0.02618661
2012-04-23,-0.01624200,-0.00565310
2012-04-30,0.02767357,0.02581439
2012-05-07,-0.03623796,-0.02995806
2012-05-14,-0.02446711,-0.01822113
2012-05-21,-0.01586649,-0.01682925
2012-05-29,0.01435935,0.00559914
2012-06-04,-0.04121021,-0.03165768
2012-06-11,0.02243581,0.01544279
2012-06-18,0.02324832,0.02863615
2012-06-25,-0.02621975,-0.02280593
2012-07-02,0.18426383,0.03573149
2012-07-09,-0.01807589,-0.00543898
2012-07-16,-0.03489088,-0.01249999
2012-07-23,-0.01622205,0.00411390
2012-07-30,0.01275154,0.02143083
2012-08-06,0.01182458,0.01974697
2012-08-13,0.02272039,0.01391828
2012-08-20,0.00911464,0.02088931
2012-08-27,-0.01823465,-0.00029226
2012-09-04,0.00256129,-0.00453224
2012-09-10,0.02047084,0.00660897
2012-09-17,0.01874060,0.02436531
2012-09-24,-0.00378949,-0.00669422
2012-10-01,-0.01512663,-0.01821045
2012-10-08,0.01091471,-0.00175263
2012-10-15,-0.02214038,-0.01726409
2012-10-22,-0.02551112,-0.01712076
2012-10-29,-0.99999976,-0.01014841
2012-11-05,0.00000000,0.00382555
2012-11-12,0.00000000,-0.03323171
2012-11-19,0.01135657,0.00567645
2012-11-26,0.02938144,0.02195048
2012-12-03,0.00428513,0.00751761
2012-12-10,0.01673624,-0.00837514
2012-12-17,0.01850115,0.00660320
2012-12-24,-0.01865893,-0.00732271
2012-12-31,18.51406288,0.00092205
2013-01-07,0.03639781,0.02333801
2013-01-14,0.00944191,0.00465113
2013-01-22,0.01198813,0.00328556
2013-01-28,0.01943735,-0.00044654
2013-02-04,-0.01383491,-0.00997763
2013-02-11,0.01254027,0.02301442
2013-02-19,0.01327546,0.00338179
2013-02-25,-0.03309131,-0.02828254
2013-03-04,0.02516379,0.02066058
2013-03-11,0.02111064,0.01906030
2013-03-18,-0.01174968,-0.00884443
2013-03-25,0.00865192,-0.00029263
2013-04-01,0.00442352,0.00234129
2013-04-08,-0.00406375,-0.00408757
2013-04-15,0.00013735,0.00498382
2013-04-22,-0.00488562,0.00335477
2013-04-29,0.02414568,0.02064251
2013-05-06,0.02103868,0.03119217
2013-05-13,0.01969261,0.01022096
2013-05-20,0.02694508,0.01435607
2013-05-28,0.00027272,-0.00404371
2013-06-03,-0.01558048,-0.00690218
2013-06-10,0.11883930,0.00054512
2013-06-17,-0.00278373,-0.00599285
2013-06-24,-0.03275330,-0.04453275
2013-07-01,0.23879974,0.02839518
2013-07-08,0.01477350,0.01310839
2013-07-15,0.05029020,0.03881624
2013-07-22,0.01794937,-0.00874525
2013-07-29,-0.00715824,0.00561430
2013-08-05,0.02278017,0.02379361
2013-08-12,-0.01190303,-0.00454425
2013-08-19,-0.03007222,-0.01721664
2013-08-26,0.01126467,0.01804911
2013-09-03,-0.00193907,-0.01055922
2013-09-09,0.02686082,0.02542820
2013-09-16,17.20262146,0.00025693
2013-09-23,0.00154805,0.01258835
2013-09-30,0.00544160,0.00063422
2013-10-07,0.00466420,-0.00177484
2013-10-14,0.00619135,0.01333507
2013-10-21,0.01915970,0.03183357
2013-10-28,-0.01092408,0.00716624
2013-11-04,0.00628107,0.00012062
2013-11-11,0.00140610,-0.00627031
2013-11-18,0.01348045,0.00885810
2013-11-25,0.00800298,0.01262934
2013-12-02,0.00176817,0.01532250
2013-12-09,0.00299131,0.01017776
2013-12-16,-0.01171623,-0.01192819
2013-12-23,0.02680093,0.02449606
2013-12-30,0.00522231,-0.00022886
