date,portfolio_return,qqq_return
2010-01-11,0.00000000,-0.00129249
2010-01-19,0.00030441,0.00496116
2010-01-25,-0.03468360,-0.04893751
2010-02-01,-0.01466694,-0.02369675
2010-02-08,-0.01839102,-0.01363847
2010-02-16,0.03625446,0.03866889
2010-02-22,0.00369408,0.00947658
2010-03-01,0.02348292,0.01497537
2010-03-08,0.02038198,0.02466415
2010-03-15,0.01303760,0.01525904
2010-03-22,0.02557571,0.01439451
2010-03-29,0.00942036,0.00646914
2010-04-05,0.00061249,0.00787894
2010-04-12,0.00523859,0.00946305
2010-04-19,0.01675539,0.00876300
2010-04-26,0.00798005,0.01838384
2010-05-03,-0.01967797,-0.00952191
2010-05-10,-0.04904910,-0.04326056
2010-05-17,-0.01033445,-0.01444418
2010-05-24,-0.05110548,-0.05140191
2010-06-01,0.00402588,0.01164354
2010-06-07,-0.02194660,-0.02014165
2010-06-14,0.04081905,0.02755819
2010-06-21,-0.00080991,0.02440090
2010-06-28,-0.03481971,-0.03197420
2010-07-06,-0.04466037,-0.05564181
2010-07-12,0.05085225,0.05046952
2010-07-19,0.01317304,-0.00067036
2010-07-26,0.03849751,0.03846148
2010-08-02,-0.00268296,0.00495262
2010-08-09,0.00620239,0.00878517
2010-08-16,-0.04691420,-0.04842826
2010-08-23,-0.00058082,-0.00714285
2010-08-30,-0.02398453,-0.01955933
2010-09-07,0.04149254,0.04792479
2010-09-13,0.03371113,0.03391683
2010-09-20,0.01763581,0.03343919
2010-09-27,0.00537145,0.01146831
2010-10-04,-0.00217425,-0.01842478
2010-10-11,0.02307803,0.02660893
2010-10-18,0.01054442,0.03074139
2010-10-25,0.01822205,0.01150098
2010-11-01,-0.00144772,0.00635964
2010-11-08,0.02149928,0.02910763
2010-11-15,-0.01217999,-0.02660961
2010-11-22,0.00431257,0.01147005
2010-11-29,-0.00757081,-0.00340201
2010-12-06,0.03543758,0.02124026
2010-12-13,0.00832875,0.00835656
2010-12-20,0.01023944,0.00478825
2010-12-27,0.01301858,0.00384896
2011-01-03,0.02608169,0.00985943
2011-01-10,0.01061409,0.01392154
2011-01-18,0.03064533,0.01925817
2011-01-24,-0.01127440,-0.01242126
2011-01-31,-0.02001303,-0.00797167
2011-02-07,0.05160552,0.02946431
2011-02-14,-0.00565742,0.01613183
2011-02-22,-0.01711235,-0.02645959
2011-02-28,0.00650568,0.01297566
2011-03-07,-0.01279335,-0.01003984
2011-03-14,-0.01445394,-0.01573698
2011-03-21,-0.01057353,-0.01403448
2011-03-28,0.02041762,0.01855854
2011-04-04,0.01427456,0.01309042
2011-04-11,0.27352825,-0.00890522
2011-04-18,0.00318886,-0.00898517
2011-04-25,0.02900754,0.03982225
2011-05-02,0.02659659,0.00820652
2011-05-09,-0.00730984,-0.00474822
2011-05-16,-0.01069572,-0.02197985
2011-05-23,-0.01249439,-0.00836243
2011-05-31,0.02225625,0.02529871
2011-06-06,-0.04226074,-0.04232353
2011-06-13,-0.01552995,-0.02236536
2011-06-20,-0.01605117,-0.01043191
2011-06-27,0.01704938,0.02182357
2011-07-05,0.07030006,0.05339368
2011-07-11,-0.00661517,-0.00412374
2011-07-18,-0.03314039,-0.00724635
2011-07-25,0.01955997,0.03371565
2011-08-01,-0.05109893,-0.02942165
2011-08-08,-0.14160474,-0.12367919
2011-08-15,0.09187935,0.07452066
2011-08-22,-0.07131250,-0.07634293
2011-08-29,0.08130723,0.08763198
2011-09-06,-0.02939277,-0.02417139
2011-09-12,0.01177588,0.01069618
2011-09-19,0.03634862,0.05105830
2011-09-26,-0.04347268,-0.03232648
2011-10-03,-0.06834987,-0.06644760
2011-10-10,0.10951123,0.09385998
2011-10-17,0.04445162,0.02395424
2011-10-24,0.03999149,0.02112435
2011-10-31,-0.01146692,-0.00923236
2011-11-07,0.00057755,0.00448660
2011-11-14,-0.01037525,-0.01236896
2011-11-21,-0.06176424,-0.05479216
2011-11-28,-0.00188446,0.00699303
2011-12-05,0.05506784,0.04605264
2011-12-12,-0.02595159,-0.01502447
2011-12-19,-0.04000064,-0.03653780
2011-12-27,0.04829220,0.03534613
