update_num,q1_loss,q2_loss,actor_loss,alpha,entropy,td_error
1,0.779679,0.783374,nan,0.200000,nan,2.024452
2,0.608628,0.611838,1.068628,0.200020,-5.204080,1.677084
3,0.614362,0.614154,nan,0.200020,nan,1.685712
4,0.675694,0.673864,1.357843,0.200038,-6.589594,1.820203
5,0.620736,0.618596,nan,0.200038,nan,1.677101
6,0.838092,0.835444,1.463992,0.200057,-7.105027,2.147761
7,0.734957,0.734422,nan,0.200057,nan,1.924206
8,0.518445,0.517905,1.657602,0.200076,-8.050842,1.438026
9,0.529625,0.530213,nan,0.200076,nan,1.501018
10,0.742668,0.743789,2.019475,0.200095,-9.823306,1.946465
11,0.477697,0.478695,nan,0.200095,nan,1.370009
12,0.641758,0.641840,1.567507,0.200115,-7.522686,1.728401
13,0.734416,0.734165,nan,0.200115,nan,1.905957
14,0.756722,0.756989,1.663024,0.200134,-7.959455,1.963011
15,0.499532,0.501012,nan,0.200134,nan,1.427403
16,0.606570,0.606754,1.411997,0.200153,-6.678962,1.626704
17,0.611098,0.611391,nan,0.200153,nan,1.669239
18,0.744687,0.745034,1.454057,0.200172,-6.837869,1.944182
19,0.758462,0.758945,nan,0.200172,nan,1.953913
20,0.684040,0.684486,1.390486,0.200190,-6.437824,1.826089
21,0.619375,0.619821,nan,0.200190,nan,1.698518
22,0.708358,0.708382,1.545495,0.200209,-7.155145,1.867266
23,0.746602,0.747135,nan,0.200209,nan,1.965496
24,0.636642,0.638064,1.816308,0.200228,-8.402042,1.728394
25,0.722895,0.723949,nan,0.200228,nan,1.884959
26,0.808054,0.808285,1.344074,0.200246,-5.972070,2.067301
27,0.495682,0.495558,nan,0.200246,nan,1.403946
28,0.570001,0.570415,2.068794,0.200265,-9.420912,1.617212
29,0.640543,0.641325,nan,0.200265,nan,1.746596
30,0.575006,0.574574,1.737585,0.200285,-7.706904,1.551955
31,0.751838,0.752585,nan,0.200285,nan,1.953365
32,0.552358,0.554235,1.705420,0.200304,-7.306739,1.544938
33,0.580410,0.581000,nan,0.200304,nan,1.604787
34,0.593139,0.592598,1.964488,0.200324,-8.405710,1.621804
35,0.771427,0.768776,nan,0.200324,nan,2.002735
36,0.508517,0.506372,1.851736,0.200343,-7.800622,1.449674
37,0.588359,0.587714,nan,0.200343,nan,1.620474
38,0.488742,0.490348,2.020309,0.200363,-8.340532,1.409767
39,0.543908,0.545136,nan,0.200363,nan,1.545582
40,0.624898,0.625970,1.472546,0.200382,-5.531601,1.687904
41,0.474051,0.473606,nan,0.200382,nan,1.382102
42,0.530252,0.527492,1.785102,0.200401,-7.063310,1.496718
43,0.674238,0.673363,nan,0.200401,nan,1.788467
44,0.633906,0.631643,1.804954,0.200420,-7.283381,1.733208
45,0.685681,0.687132,nan,0.200420,nan,1.800281
46,0.526640,0.527206,1.947109,0.200439,-7.489764,1.492344
47,0.486759,0.487666,nan,0.200439,nan,1.397493
48,0.625780,0.626071,1.779745,0.200457,-6.830182,1.666073
49,0.672748,0.670094,nan,0.200457,nan,1.780216
50,0.466935,0.463239,1.961508,0.200476,-7.502377,1.349268
51,0.528040,0.522476,nan,0.200476,nan,1.472508
52,0.518107,0.513797,1.900298,0.200495,-6.881950,1.467951
53,0.470843,0.467506,nan,0.200495,nan,1.356338
54,0.474501,0.472171,1.952992,0.200513,-6.997811,1.369755
55,0.444522,0.445904,nan,0.200513,nan,1.299173
56,0.526149,0.525502,1.789267,0.200531,-6.340057,1.476166
57,0.552262,0.548875,nan,0.200531,nan,1.523944
58,0.397703,0.394737,2.156083,0.200549,-7.466922,1.207828
59,0.587042,0.581710,nan,0.200549,nan,1.613269
60,0.412791,0.407613,1.923255,0.200567,-5.963943,1.249999
61,0.525812,0.522549,nan,0.200567,nan,1.451060
62,0.527884,0.520325,2.523625,0.200585,-8.678003,1.492993
63,0.493725,0.488846,nan,0.200585,nan,1.409506
64,0.429505,0.422249,2.199576,0.200604,-6.946873,1.278929
65,0.539281,0.531054,nan,0.200604,nan,1.484027
