update_num,q1_loss,q2_loss,actor_loss,alpha,entropy,td_error
1,0.870511,0.866263,nan,0.200000,nan,2.225164
2,0.691036,0.687874,1.160219,0.200020,-5.742742,1.826526
3,0.870452,0.869410,nan,0.200020,nan,2.215001
4,0.855482,0.856099,0.897795,0.200031,-4.395606,2.184285
5,0.657537,0.658941,nan,0.200031,nan,1.792517
6,0.769038,0.770322,1.389846,0.200046,-6.817748,2.007922
7,0.688952,0.688509,nan,0.200046,nan,1.817692
8,0.677130,0.676490,1.726061,0.200062,-8.480178,1.825020
9,0.863526,0.863401,nan,0.200062,nan,2.187766
10,0.734815,0.733621,1.684309,0.200080,-8.225378,1.928976
11,0.959202,0.959475,nan,0.200080,nan,2.386516
12,0.809550,0.810225,1.485885,0.200098,-7.146297,2.104968
13,0.882918,0.883384,nan,0.200098,nan,2.264246
14,0.598742,0.599158,1.724128,0.200117,-8.313082,1.677838
15,0.865477,0.864988,nan,0.200117,nan,2.202981
16,1.064676,1.063740,2.152339,0.200136,-10.396110,2.618243
17,0.676924,0.676309,nan,0.200136,nan,1.814251
18,0.698832,0.699015,1.869038,0.200155,-8.907486,1.864717
19,0.887047,0.888551,nan,0.200155,nan,2.243848
20,0.718842,0.720212,1.610265,0.200175,-7.572630,1.885115
21,0.918874,0.918607,nan,0.200175,nan,2.285840
22,0.761711,0.761256,2.017816,0.200195,-9.487337,1.953805
23,0.688043,0.687362,nan,0.200195,nan,1.858459
24,0.942236,0.939393,1.375033,0.200214,-6.056000,2.369048
25,0.663271,0.662548,nan,0.200214,nan,1.783334
26,0.957136,0.959270,1.904297,0.200233,-8.917043,2.401554
27,0.761198,0.763697,nan,0.200233,nan,1.984246
28,0.806585,0.811415,1.607109,0.200252,-7.255713,2.089095
29,0.715617,0.716762,nan,0.200252,nan,1.887909
30,0.744666,0.744523,1.522396,0.200270,-6.225042,1.944028
31,0.834949,0.833245,nan,0.200270,nan,2.143215
32,0.951488,0.949336,1.434190,0.200288,-6.035568,2.395841
33,0.582383,0.584567,nan,0.200288,nan,1.604620
34,0.625111,0.628662,2.029651,0.200306,-8.778340,1.699687
35,0.591056,0.591268,nan,0.200306,nan,1.626581
36,0.613813,0.615468,1.692065,0.200324,-6.907025,1.690506
37,0.811099,0.811341,nan,0.200324,nan,2.066317
38,0.680754,0.678769,1.920725,0.200342,-7.438982,1.810365
39,0.670820,0.666799,nan,0.200342,nan,1.800302
40,0.552983,0.551265,2.082884,0.200361,-9.112772,1.575560
41,0.669755,0.669551,nan,0.200361,nan,1.783386
42,0.620941,0.622852,1.693598,0.200379,-6.584965,1.702348
43,0.878802,0.881227,nan,0.200379,nan,2.246871
44,0.737505,0.738992,1.852852,0.200397,-7.042410,1.915767
45,0.757191,0.758651,nan,0.200397,nan,1.981072
46,0.759080,0.759499,2.153575,0.200416,-8.920290,1.975428
47,0.739474,0.740553,nan,0.200416,nan,1.915669
48,0.586663,0.588989,1.916008,0.200434,-7.233252,1.634315
49,0.838974,0.839812,nan,0.200434,nan,2.152785
50,0.851859,0.851367,2.244308,0.200454,-9.704077,2.155773
51,0.409344,0.408106,nan,0.200454,nan,1.222041
52,0.543719,0.542284,1.787571,0.200472,-6.570277,1.527682
53,0.713654,0.713454,nan,0.200472,nan,1.871010
54,0.755733,0.757535,1.813962,0.200491,-7.290189,1.970759
55,0.703005,0.702365,nan,0.200491,nan,1.855814
56,0.764658,0.765002,2.189939,0.200510,-8.858083,2.004378
57,0.516861,0.516500,nan,0.200510,nan,1.473931
58,0.704076,0.705594,2.103246,0.200529,-8.195923,1.846087
59,0.619230,0.617514,nan,0.200529,nan,1.680700
60,0.654941,0.653003,2.196913,0.200549,-8.146523,1.753617
61,0.545993,0.544850,nan,0.200549,nan,1.524915
62,0.607970,0.605973,2.374230,0.200568,-7.975124,1.661056
63,0.490992,0.490613,nan,0.200568,nan,1.394851
64,0.576932,0.575021,2.073946,0.200588,-7.008138,1.584682
65,0.671244,0.676533,nan,0.200588,nan,1.797835
66,0.679318,0.678577,2.036927,0.200606,-6.954361,1.806820
67,0.565650,0.563900,nan,0.200606,nan,1.574110
68,0.460215,0.457972,2.358894,0.200625,-7.812483,1.348028
69,0.702102,0.698120,nan,0.200625,nan,1.852574
70,0.692290,0.687641,2.389742,0.200645,-8.381838,1.830678
71,0.424768,0.421882,nan,0.200645,nan,1.263982
72,0.670047,0.669524,2.653316,0.200664,-8.763200,1.770383
73,0.489990,0.490222,nan,0.200664,nan,1.420408
74,0.429645,0.428808,2.092897,0.200683,-6.346278,1.276528
75,0.669790,0.667156,nan,0.200683,nan,1.786876
76,0.439198,0.436611,1.868402,0.200701,-5.301373,1.293230
77,0.427792,0.423871,nan,0.200701,nan,1.270185
78,0.411017,0.408494,1.817728,0.200717,-5.504943,1.252909
79,0.551081,0.551507,nan,0.200717,nan,1.547579
80,0.635116,0.632928,2.308341,0.200734,-7.486369,1.699971
81,0.694893,0.690182,nan,0.200734,nan,1.841050
82,0.782450,0.779542,1.963183,0.200750,-6.098209,2.038760
83,0.549437,0.539398,nan,0.200750,nan,1.525114
84,0.606673,0.592064,2.596474,0.200767,-7.079344,1.636544
85,0.385540,0.376430,nan,0.200767,nan,1.165073
86,0.471015,0.462989,2.008347,0.200781,-4.297521,1.343060
87,0.616474,0.608938,nan,0.200781,nan,1.675456
88,0.414854,0.406442,2.383197,0.200795,-6.306205,1.226006
89,0.562914,0.554992,nan,0.200795,nan,1.568763
90,0.509314,0.501154,2.139585,0.200809,-5.114644,1.462599
91,0.442255,0.435915,nan,0.200809,nan,1.281705
92,0.492945,0.487083,1.894530,0.200821,-4.542808,1.378838
93,0.464874,0.456432,nan,0.200821,nan,1.344560
94,0.614351,0.608997,2.489793,0.200834,-8.246659,1.652734
95,0.377959,0.364839,nan,0.200834,nan,1.162978
96,0.465441,0.459261,2.770665,0.200848,-8.308199,1.365344
97,0.403298,0.389225,nan,0.200848,nan,1.198558
98,0.497634,0.485466,2.672568,0.200863,-7.637786,1.398004
99,0.376410,0.362958,nan,0.200863,nan,1.140546
100,0.453213,0.449176,2.878302,0.200879,-8.496029,1.348062
101,0.550300,0.549168,nan,0.200879,nan,1.517836
102,0.591019,0.579338,2.560095,0.200894,-6.255448,1.592366
103,0.353137,0.343533,nan,0.200894,nan,1.090529
104,0.546436,0.536942,3.141868,0.200910,-7.597124,1.535569
105,0.505267,0.493570,nan,0.200910,nan,1.416030
106,0.432913,0.423253,3.199951,0.200927,-8.729979,1.275458
107,0.415211,0.406963,nan,0.200927,nan,1.231530
108,0.537858,0.529625,2.894680,0.200944,-7.555516,1.512280
109,0.454807,0.446395,nan,0.200944,nan,1.329128
110,0.472363,0.461354,2.775584,0.200962,-8.230348,1.389537
111,0.475540,0.469810,nan,0.200962,nan,1.332927
112,0.553274,0.545884,2.627949,0.200979,-6.080310,1.546069
113,0.591860,0.596521,nan,0.200979,nan,1.659367
114,0.455308,0.449834,2.767602,0.200996,-7.150543,1.342768
115,0.350854,0.348575,nan,0.200996,nan,1.120468
116,0.515401,0.512194,2.842732,0.201014,-8.633863,1.458720
117,0.436162,0.430713,nan,0.201014,nan,1.291313
118,0.496909,0.492359,2.917631,0.201032,-7.423845,1.409610
119,0.515481,0.506504,nan,0.201032,nan,1.437575
120,0.429130,0.419030,3.087023,0.201050,-7.589427,1.255924
121,0.404327,0.389601,nan,0.201050,nan,1.202261
122,0.402673,0.390812,2.919044,0.201068,-6.911283,1.193277
123,0.626503,0.623970,nan,0.201068,nan,1.682519
124,0.253958,0.255207,3.547847,0.201086,-8.298953,0.898631
125,0.459378,0.457910,nan,0.201086,nan,1.345798
126,0.466592,0.451669,3.566392,0.201105,-9.106607,1.339969
127,0.368194,0.360152,nan,0.201105,nan,1.131235
