date,portfolio_return,qqq_return
2018-01-08,0.00000000,0.02561674
2018-01-16,0.00384965,0.00904338
2018-01-22,0.01682234,0.02499690
2018-01-29,0.00523354,0.01177737
2018-02-05,-0.06209575,-0.07042922
2018-02-12,0.01612614,0.00474323
2018-02-20,0.02902226,0.04041039
2018-02-26,0.02382211,0.03091537
2018-03-05,-0.00641739,-0.01508211
2018-03-12,0.03622507,0.03724006
2018-03-19,-0.03495050,-0.04009648
2018-03-26,-0.02411733,-0.01615806
2018-04-02,-0.04837646,-0.05407542
2018-04-09,0.00338310,0.01427562
2018-04-16,0.02469533,0.03087561
2018-04-23,-0.02396728,-0.00436658
2018-04-30,-0.01194534,-0.00586816
2018-05-07,0.03613817,0.03293155
2018-05-14,0.02177118,0.02111402
2018-05-21,-0.00361752,-0.00795291
2018-05-29,-0.00073950,0.00338484
2018-06-04,0.01812103,0.03154407
2018-06-11,0.00710019,0.00349972
2018-06-18,0.01115717,0.00909037
2018-06-25,-0.02900202,-0.02906518
2018-07-02,0.04976069,0.00834456
2018-07-09,0.03207172,0.02540509
2018-07-16,0.00154892,0.01123083
2018-07-23,-0.00522968,0.00212080
2018-07-30,-0.01640039,-0.02478279
2018-08-06,0.01855836,0.03443549
2018-08-13,-0.01430129,-0.00452684
2018-08-20,-0.00732560,-0.00343839
2018-08-27,0.02745139,0.02582081
2018-09-04,-0.01367257,0.00819144
2018-09-10,-0.01709329,-0.02222225
2018-09-17,-0.00247916,-0.00209116
2018-09-24,0.02831022,0.01406200
2018-10-01,-0.00210088,0.01239871
2018-10-08,-0.04006116,-0.03824459
2018-10-15,-0.02983244,-0.03820160
2018-10-22,-0.00295620,0.00987165
2018-10-29,-0.05095892,-0.06141112
2018-11-05,0.04779982,0.03510391
2018-11-12,-0.03843563,-0.01556584
2018-11-19,-0.01388446,-0.02567188
2018-11-26,0.01252128,0.00512157
2018-12-03,0.04009604,0.05795324
2018-12-10,-0.06080619,-0.05373408
2018-12-17,-0.02453742,-0.03458646
2018-12-24,-0.05431936,-0.08848373
2018-12-31,0.24515375,0.07498254
2019-01-07,0.02757822,0.02482822
2019-01-14,0.02200922,0.00746415
2019-01-22,0.01717887,0.01676397
2019-01-28,0.02874229,0.00722489
2019-02-04,0.03636916,0.03935993
2019-02-11,0.01673833,-0.00666552
2019-02-19,0.02259666,0.02304041
2019-02-25,0.00159349,0.00719762
2019-03-04,-0.00282492,0.00518669
2019-03-11,-0.00569292,0.00177731
2019-03-18,0.01889592,0.02129000
2019-03-25,0.01834971,-0.00128885
2019-04-01,0.02977232,0.02143414
2019-04-08,0.02227263,0.01697436
2019-04-15,0.00736327,0.00394315
2019-04-22,-0.00818526,0.01108360
2019-04-29,0.00823320,0.01649641
2019-05-06,0.00032103,-0.00565387
2019-05-13,-0.07143417,-0.05980836
2019-05-20,-0.01846366,0.00767160
2019-05-28,-0.01306249,-0.01367042
2019-06-03,-0.02336754,-0.04152352
2019-06-10,0.07225972,0.07659299
2019-06-17,-0.00613351,0.00322147
2019-06-24,0.03129337,0.02405572
2019-07-01,0.27227169,0.00584604
2019-07-08,-0.00606534,0.00237775
2019-07-15,0.02072123,0.02340407
2019-07-22,-0.00132189,-0.00834404
2019-07-29,0.01663898,0.01085543
2019-08-05,-0.08395065,-0.07136985
2019-08-12,0.01515793,0.02002994
2019-08-19,0.01822986,0.02213174
2019-08-26,-0.02291260,-0.01915823
2019-09-03,0.00407742,0.00449078
2019-09-09,0.04278428,0.02984115
2019-09-16,0.00868594,0.00256284
2019-09-23,-0.01298873,-0.00615606
2019-09-30,-0.01107594,-0.00887140
2019-10-07,-0.00130814,-0.00301887
2019-10-14,0.02451993,0.01514020
2019-10-21,0.01944823,0.01203623
2019-10-28,0.01984892,0.02161440
2019-11-04,0.02552148,0.01280558
2019-11-11,0.00199462,0.00429785
2019-11-18,-0.00149734,0.01049960
2019-11-25,0.20804656,0.00566304
2019-12-02,-0.00929665,-0.00597396
2019-12-09,0.01389908,0.00527097
2019-12-16,0.04126024,0.02548144
2019-12-23,0.02430328,0.01213740
2019-12-30,-0.00217035,0.00188853
