update_num,q1_loss,q2_loss,actor_loss,alpha,entropy,td_error
1,0.705776,0.707534,nan,0.200000,nan,1.873237
2,0.808517,0.809172,1.933520,0.200020,-9.631449,2.068777
3,0.768946,0.768144,nan,0.200020,nan,1.965212
4,0.660213,0.658610,1.377985,0.200038,-6.820079,1.746047
5,0.751365,0.748332,nan,0.200038,nan,1.965719
6,0.755647,0.753303,1.652375,0.200057,-8.209402,1.961098
7,0.763847,0.762647,nan,0.200057,nan,1.996444
8,0.563577,0.563643,1.286180,0.200075,-6.385287,1.566465
9,0.683953,0.684173,nan,0.200075,nan,1.842725
10,0.952464,0.953965,1.415419,0.200093,-7.029187,2.381705
11,0.658935,0.660003,nan,0.200093,nan,1.770270
12,0.822391,0.822803,1.546089,0.200111,-7.677208,2.104414
13,0.773182,0.773845,nan,0.200111,nan,2.016084
14,0.846952,0.846362,2.085742,0.200130,-10.341667,2.161599
15,0.546965,0.546052,nan,0.200130,nan,1.555560
16,0.737331,0.737146,1.451641,0.200149,-7.149961,1.957630
17,0.741837,0.740341,nan,0.200149,nan,1.947347
18,0.782141,0.781881,1.149420,0.200166,-5.617318,2.037009
19,0.657199,0.655634,nan,0.200166,nan,1.775707
20,0.621869,0.620995,1.744493,0.200185,-8.554765,1.711093
21,0.579406,0.579711,nan,0.200185,nan,1.561269
22,0.550568,0.550457,1.303807,0.200202,-6.303070,1.531979
23,0.861981,0.862413,nan,0.200202,nan,2.190609
24,0.623902,0.623832,1.477156,0.200220,-7.400207,1.686020
25,0.756170,0.756209,nan,0.200220,nan,1.961823
26,0.717538,0.716720,1.556021,0.200238,-7.541650,1.899835
27,0.793803,0.793706,nan,0.200238,nan,2.070403
28,0.654323,0.654730,1.614448,0.200256,-7.971273,1.784931
29,0.747355,0.747972,nan,0.200256,nan,1.955307
30,0.577924,0.578004,1.647952,0.200274,-7.925842,1.577936
31,0.587808,0.588534,nan,0.200274,nan,1.610836
32,0.614262,0.614659,1.533996,0.200293,-7.332494,1.664435
33,0.692709,0.691057,nan,0.200293,nan,1.850219
34,0.819310,0.818469,1.916261,0.200312,-9.234866,2.111935
35,0.798304,0.799330,nan,0.200312,nan,2.057989
36,0.497718,0.498042,1.727784,0.200331,-7.909749,1.390173
37,0.859169,0.859365,nan,0.200331,nan,2.195487
38,0.723988,0.724551,1.949170,0.200350,-9.421940,1.900585
39,0.711469,0.711312,nan,0.200350,nan,1.879686
40,0.581382,0.582200,1.751716,0.200370,-8.382057,1.560297
41,0.681660,0.681541,nan,0.200370,nan,1.823526
42,0.714446,0.713923,1.691060,0.200390,-7.690230,1.874736
43,0.640116,0.641847,nan,0.200390,nan,1.736037
44,0.529776,0.531437,1.556631,0.200409,-6.857096,1.488151
45,0.361634,0.363280,nan,0.200409,nan,1.114560
46,0.712478,0.711792,1.605938,0.200429,-7.213049,1.872980
47,0.700122,0.699355,nan,0.200429,nan,1.855774
48,0.595555,0.595937,2.173546,0.200448,-10.235114,1.636814
49,0.731394,0.731572,nan,0.200448,nan,1.911255
50,0.845508,0.845790,1.749726,0.200468,-8.402229,2.140028
51,0.589549,0.590309,nan,0.200468,nan,1.612236
52,0.693924,0.694404,1.352026,0.200488,-6.180928,1.817655
53,0.769972,0.768302,nan,0.200488,nan,1.983745
54,0.656776,0.656898,1.591665,0.200507,-7.226851,1.747715
55,0.689559,0.688172,nan,0.200507,nan,1.795045
56,0.707168,0.709334,0.806919,0.200523,-3.794436,1.868924
57,0.727101,0.727746,nan,0.200523,nan,1.900621
58,0.792026,0.789153,2.108470,0.200541,-10.188278,2.038005
59,0.758243,0.754736,nan,0.200541,nan,1.966072
60,0.712883,0.711615,1.908031,0.200559,-8.356110,1.862948
61,0.691931,0.690751,nan,0.200559,nan,1.842195
62,0.501382,0.501787,1.427805,0.200577,-6.526464,1.387739
63,0.666867,0.668806,nan,0.200577,nan,1.791181
64,0.682385,0.687401,1.655320,0.200595,-7.020911,1.828730
65,0.590951,0.591122,nan,0.200595,nan,1.628939
66,0.580957,0.584251,1.604094,0.200612,-6.648286,1.598928
67,0.443541,0.442564,nan,0.200612,nan,1.287759
68,0.671162,0.669197,1.825979,0.200629,-7.571548,1.778512
69,0.551689,0.549124,nan,0.200629,nan,1.550428
70,0.594115,0.594212,1.813864,0.200647,-7.592202,1.649802
71,0.752967,0.753102,nan,0.200647,nan,1.957793
72,0.409808,0.409287,2.122468,0.200665,-9.140528,1.240409
73,0.530198,0.528296,nan,0.200665,nan,1.486510
74,0.436249,0.442834,1.845878,0.200683,-7.237157,1.267961
75,0.523725,0.524522,nan,0.200683,nan,1.483707
76,0.643038,0.641075,2.195558,0.200702,-9.746204,1.732510
77,0.634306,0.633912,nan,0.200702,nan,1.735404
78,0.582430,0.585083,1.193895,0.200719,-4.676293,1.605008
79,0.506680,0.509189,nan,0.200719,nan,1.468863
80,0.569625,0.570290,1.906653,0.200736,-7.164416,1.589027
81,0.558644,0.558400,nan,0.200736,nan,1.534895
82,0.434181,0.438707,1.623200,0.200753,-6.706421,1.249648
83,0.504906,0.504670,nan,0.200753,nan,1.417779
84,0.579706,0.580786,1.756827,0.200769,-6.043982,1.596078
85,0.494028,0.496455,nan,0.200769,nan,1.390643
86,0.585457,0.588097,1.917234,0.200786,-7.622856,1.610060
87,0.439187,0.444007,nan,0.200786,nan,1.320282
88,0.590732,0.597217,1.661414,0.200802,-6.234326,1.595608
89,0.626937,0.621811,nan,0.200802,nan,1.682584
90,0.565625,0.564535,1.841507,0.200818,-7.089385,1.572763
91,0.629363,0.629926,nan,0.200818,nan,1.705231
92,0.590622,0.595499,1.950344,0.200834,-6.622821,1.607541
93,0.494381,0.500932,nan,0.200834,nan,1.393845
94,0.542072,0.548680,2.302431,0.200850,-8.548497,1.519030
95,0.357308,0.351824,nan,0.200850,nan,1.113370
96,0.543503,0.539223,2.589337,0.200868,-9.115110,1.502177
97,0.441227,0.440829,nan,0.200868,nan,1.309020
98,0.360386,0.366982,2.731634,0.200886,-8.772381,1.093354
99,0.493449,0.502876,nan,0.200886,nan,1.396343
100,0.529526,0.541090,2.760894,0.200904,-7.479946,1.480918
101,0.433928,0.444563,nan,0.200904,nan,1.276081
102,0.556993,0.561334,1.997309,0.200921,-5.868351,1.549984
103,0.400559,0.405369,nan,0.200921,nan,1.204423
104,0.485398,0.488220,2.700159,0.200940,-9.404644,1.378429
105,0.435023,0.437145,nan,0.200940,nan,1.289925
106,0.525418,0.532960,2.404726,0.200957,-5.607825,1.487180
107,0.439378,0.449613,nan,0.200957,nan,1.289205
108,0.448557,0.449463,2.195643,0.200974,-7.154784,1.305145
109,0.236102,0.244752,nan,0.200974,nan,0.830204
110,0.453138,0.443359,2.114901,0.200991,-7.316377,1.315205
111,0.629663,0.623639,nan,0.200991,nan,1.693403
112,0.520944,0.520021,2.542506,0.201008,-7.276846,1.473270
113,0.406130,0.411930,nan,0.201008,nan,1.209924
114,0.300543,0.305774,3.047426,0.201026,-8.631636,0.994595
115,0.430861,0.431223,nan,0.201026,nan,1.246855
116,0.541890,0.538107,2.278271,0.201043,-5.514078,1.507226
