update_num,q1_loss,q2_loss,actor_loss,alpha,entropy,td_error
223,0.312399,0.316072,nan,0.201968,nan,1.001713
224,0.346266,0.344670,5.024822,0.201986,-8.145002,1.062048
225,0.231838,0.242557,nan,0.201986,nan,0.868655
226,0.187520,0.186011,4.410368,0.202005,-8.613059,0.723967
227,0.251612,0.275596,nan,0.202005,nan,0.877890
228,0.283736,0.297349,3.737583,0.202024,-6.109531,0.951405
229,0.452935,0.477777,nan,0.202024,nan,1.342101
230,0.357546,0.356855,4.214428,0.202042,-6.789174,1.114520
231,0.526815,0.539604,nan,0.202042,nan,1.503758
232,0.321016,0.306287,4.825914,0.202060,-7.000100,1.044489
233,0.345984,0.354474,nan,0.202060,nan,1.076217
234,0.348315,0.344618,4.304339,0.202078,-5.912168,1.091259
235,0.412903,0.411252,nan,0.202078,nan,1.248625
236,0.274353,0.274312,3.495106,0.202093,-4.116028,0.953401
237,0.323315,0.325379,nan,0.202093,nan,1.052863
238,0.491440,0.500429,4.276659,0.202110,-7.683396,1.428668
239,0.316857,0.313009,nan,0.202110,nan,1.067116
240,0.388214,0.383078,3.960110,0.202125,-5.554132,1.164190
241,0.385608,0.372489,nan,0.202125,nan,1.177709
242,0.319204,0.316855,3.405445,0.202141,-6.362713,1.040013
243,0.492607,0.509116,nan,0.202141,nan,1.380337
244,0.631598,0.656561,3.490555,0.202157,-7.178276,1.722844
245,0.579621,0.603948,nan,0.202157,nan,1.627560
246,0.620124,0.614259,4.105578,0.202174,-8.421419,1.688883
247,0.431913,0.429698,nan,0.202174,nan,1.260676
248,0.382224,0.383301,4.087851,0.202192,-7.860769,1.156580
249,0.239025,0.235816,nan,0.202192,nan,0.820199
250,0.289331,0.295526,4.138139,0.202208,-5.361565,0.945364
251,0.411526,0.504751,nan,0.202208,nan,1.258160
252,0.476374,0.509948,4.043137,0.202226,-7.398262,1.390485
253,0.366462,0.393667,nan,0.202226,nan,1.121496
254,0.334552,0.329763,3.982394,0.202242,-4.923824,1.069149
255,0.427182,0.425941,nan,0.202242,nan,1.297165
256,0.580009,0.548234,4.532448,0.202258,-7.570350,1.614115
257,0.365543,0.328403,nan,0.202258,nan,1.165545
258,0.385227,0.399197,4.504007,0.202274,-5.358160,1.164057
259,0.449526,0.450713,nan,0.202274,nan,1.318239
260,0.378951,0.385162,4.838827,0.202290,-7.878555,1.183827
261,0.434078,0.435593,nan,0.202290,nan,1.306673
262,0.282799,0.299930,5.044087,0.202307,-6.724807,0.986468
263,0.371119,0.377578,nan,0.202307,nan,1.157736
264,0.467927,0.454314,4.258088,0.202323,-6.253784,1.356298
265,0.461593,0.471902,nan,0.202323,nan,1.363356
266,0.403410,0.400078,4.418230,0.202339,-6.518142,1.226487
267,0.391571,0.388765,nan,0.202339,nan,1.215944
268,0.400590,0.394090,3.957729,0.202355,-6.873966,1.225827
269,0.360588,0.357759,nan,0.202355,nan,1.134652
270,0.452977,0.466200,4.630986,0.202371,-5.881129,1.320039
271,0.199998,0.198444,nan,0.202371,nan,0.736275
272,0.355744,0.360948,5.214222,0.202387,-6.172279,1.120022
273,0.427764,0.430341,nan,0.202387,nan,1.272334
274,0.414960,0.407775,4.668798,0.202403,-8.377047,1.228561
275,0.368914,0.377411,nan,0.202403,nan,1.153813
276,0.533625,0.521668,3.682112,0.202420,-6.292230,1.500751
277,0.340909,0.338806,nan,0.202420,nan,1.062131
278,0.334225,0.349354,4.840842,0.202435,-4.927090,1.050352
279,0.259486,0.274254,nan,0.202435,nan,0.912767
280,0.354795,0.366826,4.593936,0.202450,-6.352195,1.133887
281,0.444422,0.442407,nan,0.202450,nan,1.319775
282,0.417526,0.433729,5.122676,0.202465,-6.383001,1.226683
283,0.293755,0.308650,nan,0.202465,nan,0.954894
284,0.281505,0.280012,3.981259,0.202479,-4.667422,0.953891
285,0.422143,0.426010,nan,0.202479,nan,1.269211
286,0.357127,0.360975,4.005192,0.202492,-5.955264,1.107573
287,0.480162,0.471534,nan,0.202492,nan,1.387433
288,0.455459,0.438327,2.927417,0.202504,-4.108854,1.335771
289,0.459584,0.451514,nan,0.202504,nan,1.339062
290,0.480074,0.475388,4.783865,0.202516,-6.136363,1.401676
291,0.450058,0.445020,nan,0.202516,nan,1.327759
292,0.336802,0.338715,5.349866,0.202530,-8.113447,1.096785
293,0.485673,0.480458,nan,0.202530,nan,1.386613
294,0.318015,0.315314,5.079186,0.202544,-7.215801,1.047331
295,0.394717,0.386603,nan,0.202544,nan,1.214076
296,0.378646,0.395558,3.985721,0.202557,-4.970877,1.181798
297,0.516489,0.535927,nan,0.202557,nan,1.483907
298,0.328475,0.338798,3.842154,0.202570,-5.518469,1.069543
299,0.480061,0.483896,nan,0.202570,nan,1.386170
300,0.430120,0.423724,4.210929,0.202581,-3.777028,1.297058
301,0.427982,0.421258,nan,0.202581,nan,1.269212
302,0.334642,0.328518,5.173735,0.202591,-6.055911,1.082127
303,0.362041,0.361371,nan,0.202591,nan,1.122750
304,0.342272,0.363990,3.574830,0.202602,-4.785286,1.088804
305,0.437676,0.473919,nan,0.202602,nan,1.292460
306,0.485710,0.502770,2.848050,0.202612,-6.038410,1.374071
307,0.620615,0.660584,nan,0.202612,nan,1.702861
308,0.461362,0.487013,3.565989,0.202622,-5.418894,1.338455
309,0.797561,0.799849,nan,0.202622,nan,2.069203
310,0.337865,0.329378,4.770555,0.202632,-5.101727,1.090475
311,0.337476,0.347456,nan,0.202632,nan,1.071324
312,0.468913,0.480669,4.928242,0.202642,-7.482807,1.354864
313,0.433967,0.425714,nan,0.202642,nan,1.302309
314,0.322643,0.313708,4.047663,0.202653,-5.837591,1.037025
315,0.437046,0.457530,nan,0.202653,nan,1.295326
316,0.539343,0.596061,3.445311,0.202663,-4.813565,1.533302
317,0.512865,0.524962,nan,0.202663,nan,1.443260
318,0.657736,0.625112,3.407925,0.202674,-5.891806,1.750152
319,0.592577,0.545451,nan,0.202674,nan,1.650148
320,0.292209,0.274442,4.496234,0.202683,-5.331776,0.970438
321,0.367853,0.368580,nan,0.202683,nan,1.149113
322,0.338413,0.341871,4.774383,0.202692,-4.270167,1.045419
323,0.396528,0.375685,nan,0.202692,nan,1.226042
324,0.546107,0.528422,4.727588,0.202702,-7.677710,1.539512
325,0.370556,0.386608,nan,0.202702,nan,1.171014
326,0.435378,0.457055,3.546137,0.202712,-4.609998,1.308788
327,0.385065,0.382046,nan,0.202712,nan,1.160598
328,0.370768,0.348317,3.929183,0.202721,-5.894647,1.160042
329,0.367722,0.362546,nan,0.202721,nan,1.123666
330,0.446735,0.427153,4.374498,0.202732,-7.171846,1.354510
331,0.314000,0.309559,nan,0.202732,nan,1.034923
332,0.400194,0.391969,4.123992,0.202743,-5.874142,1.183029
333,0.496892,0.500343,nan,0.202743,nan,1.425903
334,0.334296,0.349115,4.022868,0.202753,-5.383476,1.077509
335,0.412101,0.391592,nan,0.202753,nan,1.252376
336,0.391638,0.376492,4.839721,0.202765,-7.993695,1.193070
337,0.409553,0.378135,nan,0.202765,nan,1.228231
338,0.307790,0.297014,5.380301,0.202778,-7.253893,1.025966
339,0.418549,0.413932,nan,0.202778,nan,1.262674
340,0.277672,0.283118,4.196977,0.202792,-6.579568,0.948186
341,0.195292,0.194067,nan,0.202792,nan,0.720283
342,0.350810,0.330755,5.300982,0.202806,-6.836432,1.091489
343,0.257444,0.279937,nan,0.202806,nan,0.897378
344,0.374555,0.374540,3.854087,0.202820,-6.428659,1.174623
345,0.328739,0.329659,nan,0.202820,nan,1.073160
346,0.445470,0.433985,3.817304,0.202834,-5.778536,1.319762
347,0.503742,0.490596,nan,0.202834,nan,1.407681
348,0.444445,0.433366,5.010232,0.202847,-5.312141,1.330638
349,0.460390,0.477924,nan,0.202847,nan,1.344226
350,0.419030,0.408984,4.738514,0.202860,-5.513021,1.254175
351,0.337216,0.339769,nan,0.202860,nan,1.081379
352,0.318043,0.340069,4.488809,0.202872,-5.929812,1.034193
353,0.472842,0.517544,nan,0.202872,nan,1.348464
354,0.607572,0.607038,3.475473,0.202884,-5.612284,1.638758
355,0.464815,0.448928,nan,0.202884,nan,1.361811
356,0.391386,0.383358,4.760594,0.202897,-7.024160,1.192343
357,0.435257,0.420730,nan,0.202897,nan,1.297736
358,0.478488,0.476781,5.100965,0.202910,-5.417187,1.371170
359,0.362755,0.360839,nan,0.202910,nan,1.088977
360,0.521208,0.535912,4.895734,0.202922,-4.971508,1.455695
361,0.329474,0.324554,nan,0.202922,nan,1.063779
362,0.499151,0.518401,3.406575,0.202934,-6.502804,1.439455
363,0.614713,0.616196,nan,0.202934,nan,1.652562
364,0.559944,0.526643,3.892545,0.202944,-3.565712,1.519955
365,0.439548,0.398452,nan,0.202944,nan,1.265538
366,0.528419,0.451202,4.048513,0.202954,-4.993933,1.461128
367,0.422338,0.392255,nan,0.202954,nan,1.281756
368,0.425229,0.403425,5.395899,0.202963,-5.453482,1.270028
369,0.354012,0.348967,nan,0.202963,nan,1.103560
370,0.442130,0.404507,4.217288,0.202972,-5.037604,1.302909
371,0.257273,0.267458,nan,0.202972,nan,0.880848
372,0.384143,0.366009,4.900410,0.202981,-5.721602,1.193519
373,0.358176,0.340389,nan,0.202981,nan,1.114156
374,0.509543,0.501623,4.415312,0.202988,-3.754093,1.432991
375,0.393368,0.377980,nan,0.202988,nan,1.199671
376,0.457164,0.475635,4.401391,0.202995,-3.966784,1.328673
377,0.397828,0.404490,nan,0.202995,nan,1.191067
378,0.302972,0.317314,4.621253,0.203002,-6.351051,1.013829
379,0.283508,0.280508,nan,0.203002,nan,0.955602
380,0.317640,0.331770,4.842550,0.203009,-5.034893,1.029195
381,0.445806,0.446554,nan,0.203009,nan,1.323799
382,0.524578,0.523048,4.391414,0.203015,-3.844862,1.477590
383,0.340751,0.330860,nan,0.203015,nan,1.057862
384,0.403228,0.421072,5.360806,0.203020,-4.172047,1.214553
385,0.495844,0.507742,nan,0.203020,nan,1.417619
386,0.324041,0.332120,4.794509,0.203027,-7.756079,1.047536
387,0.311125,0.309006,nan,0.203027,nan,0.991483
388,0.564943,0.553928,5.129358,0.203034,-5.599743,1.589406
389,0.261837,0.271391,nan,0.203034,nan,0.901053
390,0.420243,0.393060,5.404115,0.203043,-7.575237,1.267751
391,0.395406,0.416966,nan,0.203043,nan,1.233168
392,0.466489,0.484502,4.536942,0.203051,-3.698171,1.376259
393,0.412115,0.411539,nan,0.203051,nan,1.224162
394,0.258806,0.261749,4.685109,0.203059,-6.225177,0.890425
395,0.368613,0.356173,nan,0.203059,nan,1.151984
396,0.339133,0.340745,5.359127,0.203068,-6.348051,1.106659
397,0.263666,0.300812,nan,0.203068,nan,0.888890
398,0.443950,0.474124,4.344831,0.203077,-5.591964,1.300241
399,0.592890,0.586299,nan,0.203077,nan,1.604694
400,0.445028,0.432307,5.016874,0.203085,-4.607613,1.311487
401,0.403225,0.396967,nan,0.203085,nan,1.196243
402,0.301849,0.276572,5.019727,0.203092,-3.755494,1.042475
403,0.462783,0.483920,nan,0.203092,nan,1.351563
404,0.453404,0.429274,5.398066,0.203099,-5.633635,1.332475
405,0.440329,0.460828,nan,0.203099,nan,1.318663
406,0.229319,0.314343,4.293336,0.203106,-5.506116,0.840408
407,0.462838,0.480539,nan,0.203106,nan,1.367718
408,0.444015,0.391965,4.125447,0.203114,-5.564167,1.324255
409,0.587847,0.497661,nan,0.203114,nan,1.649479
410,0.507498,0.429782,5.943439,0.203120,-3.840397,1.431772
411,0.348667,0.381974,nan,0.203120,nan,1.112370
412,0.296460,0.317155,3.823725,0.203125,-4.464599,0.980451
413,0.435042,0.523798,nan,0.203125,nan,1.264226
414,0.707723,0.871408,3.947045,0.203131,-5.046544,1.889963
415,0.567854,0.729745,nan,0.203131,nan,1.564967
416,0.405816,0.530871,5.050624,0.203137,-6.087221,1.225580
417,0.431820,0.470979,nan,0.203137,nan,1.297695
418,0.478211,0.493603,4.103506,0.203144,-6.044882,1.373861
419,0.319153,0.332937,nan,0.203144,nan,1.028869
420,0.374669,0.414674,6.045250,0.203149,-3.972963,1.152480
421,0.417613,0.453848,nan,0.203149,nan,1.290570
422,0.316076,0.337919,4.197000,0.203156,-5.682294,1.020382
423,0.406547,0.478845,nan,0.203156,nan,1.225861
424,0.638117,0.693996,3.505366,0.203162,-5.100284,1.707239
425,0.406231,0.453775,nan,0.203162,nan,1.238525
426,0.454809,0.476531,4.828490,0.203168,-4.957716,1.323730
427,0.352059,0.357004,nan,0.203168,nan,1.077649
428,0.433970,0.444801,4.437877,0.203172,-3.971193,1.286142
429,0.389271,0.393603,nan,0.203172,nan,1.216284
430,0.378926,0.378379,5.337057,0.203179,-6.805615,1.157009
431,0.326936,0.355217,nan,0.203179,nan,1.051457
432,0.503044,0.520963,4.000569,0.203184,-4.362637,1.438139
433,0.355707,0.359750,nan,0.203184,nan,1.123326
434,0.471009,0.507372,5.133388,0.203191,-6.044053,1.375863
435,0.358759,0.365964,nan,0.203191,nan,1.109442
436,0.294528,0.282537,3.894504,0.203196,-3.249369,0.990664
437,0.249425,0.260493,nan,0.203196,nan,0.870918
438,0.358504,0.355712,4.223156,0.203200,-4.588693,1.130774
439,0.495717,0.589141,nan,0.203200,nan,1.411239
440,0.807346,0.890552,2.694725,0.203205,-5.890620,2.050194
441,0.953778,0.958125,nan,0.203205,nan,2.339812
442,0.681876,0.627020,3.034195,0.203210,-5.586637,1.801542
443,0.713721,0.563780,nan,0.203210,nan,1.905652
444,0.522784,0.425748,5.712471,0.203216,-4.903036,1.466215
445,0.254496,0.276995,nan,0.203216,nan,0.879311
446,0.357517,0.370616,4.813582,0.203221,-5.500652,1.126686
447,0.367452,0.350165,nan,0.203221,nan,1.149515
448,0.395166,0.518266,3.001260,0.203225,-3.302294,1.238482
449,0.717797,0.794458,nan,0.203225,nan,1.890511
450,1.068832,1.063970,3.954949,0.203230,-5.477790,2.614353
451,0.729634,0.674977,nan,0.203230,nan,1.864318
452,0.688009,0.604500,4.328804,0.203236,-7.077931,1.824077
453,0.411082,0.347785,nan,0.203236,nan,1.260715
454,0.427728,0.403616,5.800554,0.203244,-6.562658,1.284736
455,0.559305,0.535176,nan,0.203244,nan,1.545730
456,0.539124,0.467989,5.063298,0.203252,-5.671937,1.516272
